id,period,title,language
1648,Spring 2022,System Development and Project Organization,English
1649,Spring 2023,System Development and Project Organization,English
1650,Spring 2025,System Development and Project Organization,English
1651,Autumn 2013,Systematic Design of User Interfaces,English
1652,Spring 2015,Systematisk design af brugergrænseflader,English
1653,Spring 2016,Systematisk design af brugergrænseflader,English
1654,Spring 2017,Systematisk design af brugergrænseflader,English
1655,Spring 2018,Systematisk design af brugergrænseflader,English
1656,Spring 2019,Systematisk design af brugergrænseflader,English
1657,Spring 2020,Systematisk design af brugergrænseflader,English
1658,Spring 2021,Systematisk design af brugergrænseflader,English
1659,Spring 2015,Systemudvikling og projektorganisering,English
1660,Autumn 2013,T15 Design of Business IT,English
1661,Autumn 2013,T16 Smart Phone e-Business Application Development,English
1662,Spring 2014,T24 Service Design,English
1663,Autumn 2013,T6 IT-Security,English
1664,Spring 2014,T8 Enterprise Architecture,English
1665,Spring 2024,TA Demo Course,English
1666,Spring 2024,TA Workshop A2024,English
1667,Spring 2024,TA Workshop A2024 - Online,English
1668,Spring 2024,TA Workshop S24 (Online),English
1669,Spring 2024,TA Workshop S24 (Thursday - Onsite),English
1670,Spring 2024,TA webinar - How to do exercise sessions online and as hybrid,English
1671,Spring 2024,TA workshop,English
1672,Spring 2019,TA workshop,English
1673,Spring 2024,TA workshop - Qualification Seminar in Programming,English
1674,Spring 2024,TA workshop A2019,English
1675,Spring 2024,TA workshop A2020,English
1676,Spring 2024,TA workshop A2021,English
1677,Spring 2024,TA workshop A2022 (Campus),English
1678,Spring 2024,TA workshop A2022 (online),English
1679,Spring 2024,TA workshop A2023,English
1680,Spring 2024,TA workshop S2020,English
1681,Spring 2024,TA workshop S2021,English
1682,Spring 2024,TA workshop S2022,English
1683,Autumn 2019,Technical Communication,English
1684,Autumn 2020,Technical Communication,English
1685,Autumn 2021,Technical Communication,English
1686,Autumn 2022,Technical Communication,English
1687,Autumn 2023,Technical Communication,English
1688,Autumn 2024,Technical Communication,English
1689,Autumn 2025,Technical Communication,English
1690,Autumn 2019,Technical Interaction Design,English
1691,Autumn 2020,Technical Interaction Design,English
1692,Autumn 2021,Technical Interaction Design,English
1693,Autumn 2022,Technical Interaction Design,English
1694,Autumn 2023,Technical Interaction Design,English
1695,Autumn 2024,Technical Interaction Design,English
1696,Autumn 2025,Technical Interaction Design,English
1697,Spring 2023,Test - F23,English
1698,Spring 2024,Test - F23,English
1699,Autumn 2023,Test Moodle 4.5,English
1700,Autumn 2024,Test Moodle 4.5,English
1701,Spring 2024,Test Moodle 4.5,English
1702,Spring 2025,Test Moodle 4.5,English
1703,Spring 2024,Test course LearnIT-flyt,English
1704,Autumn 2019,Test! Good Practice Kursusbeskrivelse - B-DDIT,English
1705,Autumn 2019,Test! Good Practice Kursusbeskrivelse - Computer Science,English
1706,Spring 2023,The Digital State,English
1707,Spring 2018,The Digital State,English
1708,Spring 2019,The Digital State,English
1709,Spring 2020,The Digital State,English
1710,Spring 2021,The Digital State,English
1711,Spring 2022,The Digital State,English
1712,Spring 2024,The Digital State,English
1713,Spring 2025,The Digital State,English
1714,Spring 2026,The Digital State,English
1715,Spring 2023,The Digital State - Extraordinary exam (autumn 2024),English
1716,Autumn 2023,The Digital State - extraordinary exam,English
1717,Autumn 2021,The Digital State in Practice,English
1718,Autumn 2022,The Digital State in Practice,English
1719,Autumn 2023,The Digital State in Practice,English
1720,Autumn 2024,The Digital State in Practice,English
1721,Autumn 2025,The Digital State in Practice,English
1722,Autumn 2016,The IT Manager as a Business Leader,English
1723,Autumn 2019,Thesis Preparation - Games,English
1724,Autumn 2013,Thesis Preparation - Games,English
1725,Autumn 2014,Thesis Preparation - Games,English
1726,Autumn 2015,Thesis Preparation - Games,English
1727,Autumn 2016,Thesis Preparation - Games,English
1728,Autumn 2017,Thesis Preparation - Games,English
1729,Autumn 2018,Thesis Preparation - Games,English
1730,Autumn 2015,Thesis Preparation DDK,English
1731,Autumn 2016,Thesis Preparation DDK,English
1732,Autumn 2017,Thesis Preparation DDK,English
1733,Autumn 2018,Thesis Preparation DDK,English
1734,Autumn 2019,Thesis Preparation DDK,English
1735,Autumn 2020,Thesis Preparation DDK,English
1736,Spring 2016,Thesis Preparation DDK,English
1737,Spring 2017,Thesis Preparation DDK,English
1738,Spring 2018,Thesis Preparation DDK,English
1739,Autumn 2026,Threat-informed Security,English
1740,Spring 2020,UX Design I,English
1741,Autumn 2019,UX Design II,English
1742,Autumn 2019,UX and Interface Design,English
1743,Autumn 2020,User Interface Design,English
1744,Spring 2021,User Interface Design,English
1745,Spring 2022,User Interface Design,English
1746,Spring 2023,User Interface Design,English
1747,Spring 2024,User Interface Design,English
1748,Spring 2025,User Interface Design,English
1749,Spring 2014,User Studies and Quantitative Methods,English
1750,Spring 2022,User experience og webprogrammering,Danish
1751,Spring 2022,User experience og webprogrammering,English
1752,Spring 2023,User experience og webprogrammering,English
1753,Spring 2024,User experience og webprogrammering,English
1754,Spring 2025,User experience og webprogrammering,English
1755,Spring 2026,User experience og webprogrammering,English
1756,Autumn 2016,User-centered Communication Design,English
1757,Autumn 2017,User-centered Communication Design,English
1758,Autumn 2018,User-centered Communication Design,English
1759,Autumn 2020,Users in Context,English
1760,Autumn 2021,Users in Context,English
1761,Autumn 2022,Users in Context,English
1762,Autumn 2026,Values and Ethics in Design,English
1763,Autumn 2020,Vibekes Test Kursus,English
1764,Autumn 2014,Videnskabelige metoder og IT-forståelse,English
1765,Autumn 2015,Videnskabelige metoder og IT-forståelse samt tværfaglig semesterworkshop,English
1766,Autumn 2016,Videnskabelige metoder og IT-forståelse samt tværfaglig semesterworkshop,English
1767,Autumn 2017,Videnskabelige metoder og IT-forståelse samt tværfaglig semesterworkshop,English
1768,Spring 2015,Videnskabsteori,English
1769,Autumn 2016,Videregående akademisk projekt - Kvalifikationsforløb til master - IT-ledelse,English
1770,Spring 2017,Videregående akademisk projekt - Kvalifikationsforløb til master - IT-ledelse,English
1771,Spring 2018,Videregående akademisk projekt - Kvalifikationsforløb til master - IT-ledelse,English
1772,Spring 2019,Videregående akademisk projekt - Kvalifikationsforløb til master - IT-ledelse,English
1773,Autumn 2016,Videregående akademisk projekt - Kvalifikationsforløb til master - Interaktionsdesign,English
1774,Spring 2017,Videregående akademisk projekt - Kvalifikationsforløb til master - Interaktionsdesign,English
1775,Autumn 2016,Videregående akademisk projekt - Kvalifikationsforløb til master - Software engineering,English
1776,Spring 2017,Videregående akademisk projekt - Kvalifikationsforløb til master - Software engineering,English
1777,Autumn 2017,Virtual Reality,English
1778,Spring 2017,Visionær ledelse i den datadrevne organisation,English
1779,Spring 2018,Visionær ledelse i den datadrevne organisation,English
1780,Spring 2019,Visionær ledelse i den datadrevne organisation,English
1781,Autumn 2021,Værdier og etik i design,Danish
1782,Autumn 2021,Værdier og etik i design,English
1783,Autumn 2022,Værdier og etik i design,English
1784,Autumn 2023,Værdier og etik i design,English
1785,Autumn 2024,Værdier og etik i design,English
1786,Autumn 2025,Værdier og etik i design,English
1787,Autumn 2013,Webdesign and Portfolio,English
1788,Autumn 2014,Webdesign and Portfolio,English
1789,Autumn 2015,Webdesign og portfolio,English
1790,Autumn 2016,Webdesign og portfolio,English
1791,Autumn 2017,Webdesign og portfolio,English
1792,Autumn 2013,Website Optimisation through Statistical Analysis (using Google Analytics Experiments),English
1793,Autumn 2020,Workshop on Stress Recillience,English
1794,Spring 2026,Writing for Games (Summer University),English
1795,Spring 2025,XXX placeholder,English
1796,Spring 2024,joje-ihan-testkursus,English
1797,Spring 2024,kopieret testkursus - joje,English
1798,Spring 2025,kopieret testkursus - joje,English
1799,Spring 2026,kopieret testkursus - joje,English
1800,Spring 2016,learnIT - IT University of Copenhagen,English
1801,Spring 2016,learnIT - getting beyond repository,English
1802,Spring 2016,learnIT 101 demo course,English
1803,Spring 2016,learnIT Online Teaching,English
1804,Spring 2016,learnIT Online Teaching Sandbox,English
1805,Spring 2016,learnIT collaboration,English
1806,Spring 2016,learnIT for Teachers (DEV),English
1807,Spring 2016,not in use,English
1808,Spring 2016,teachIT - Materials from podcast workshop,English
1809,Spring 2016,teachIT - Activate your students with surveys and polls,English
1810,Spring 2016,teachIT - Basic Lecturing,English
1811,Spring 2016,teachIT - Blended Learning at ITU S2020,English
1812,Spring 2016,teachIT - CodeJudge - Experiences with a system for coding assignments,English
1813,Spring 2016,teachIT - Codejudge,English
1814,Spring 2016,teachIT - Collaborate with your teaching assistant,English
1815,Spring 2016,teachIT - Conversational UI for teaching - ITUs new chat,English
1816,Spring 2016,teachIT - Course Evaluation: Design and Q&A,English
1817,Spring 2016,teachIT - Creating dialogic teaching & learning activities for an online setting,English
1818,Spring 2016,teachIT - Criticism and feedback in design education,English
1819,Spring 2016,teachIT - Feedback & Evaluation,English
1820,Spring 2016,teachIT - Feedback A2017,English
1821,Spring 2016,teachIT - Feedback on written material,English
1822,Spring 2016,teachIT - Feedback practices,English
1823,Spring 2016,teachIT - Flipped Learning,English
1824,Spring 2016,teachIT - Forming student groups,English
1825,Spring 2016,teachIT - Framing feedback : Preparing the students,English
1826,Spring 2016,teachIT - Gathering and providing feedback – lessons from online teaching,English
1827,Spring 2016,teachIT - Get to use ITUs new video studios,English
1828,Spring 2016,teachIT - ITUs New Course Evaluations A2019,English
1829,Spring 2016,teachIT - Incorporating Your Research into Lectures,English
1830,Spring 2016,teachIT - LEGO for teaching software design,English
